video_id,title,published_at,thumbnail_url,channel_id,view_count,like_count,comment_count,duration,subscriber_count,channel_name,performance_score,thumbnail_path,niche,visage_present,nb_personnes,expression,texte_present,texte_contenu,couleur_dominante,contraste,fond,labels,face_confidence,text_confidence,thumbnail_score
JnxWqJutKoI,"Why Murad Thinks SPX6900 Is ""THE NEXT DOGE COIN""",2025-02-20T17:45:00Z,https://i.ytimg.com/vi/JnxWqJutKoI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,17569,713,118,PT8M8S,162000,Across The Rubicon,0.0002226912059218,data/thumbnails/JnxWqJutKoI.jpg,AI/Tech,True,1,Neutre,True,150X,Chaud,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Happiness",0.96484375,0.0,15
32_Rk8iQU8U,Details on Alex Becker's OFFICIAL meme coin launch,2025-02-19T22:02:39Z,https://i.ytimg.com/vi/32_Rk8iQU8U/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14553,540,72,PT12M2S,162000,Across The Rubicon,0.0001840846994535,data/thumbnails/32_Rk8iQU8U.jpg,AI/Tech,True,1,Neutre,True,1000X?!,Neutre,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Beanie",0.93359375,0.0,17
tSwSSbTEFkU,"Murad Thinks The SPX6900 ""Tipping Point"" Is Coming",2025-02-18T18:00:49Z,https://i.ytimg.com/vi/tSwSSbTEFkU/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,19476,792,143,PT14M21S,162000,Across The Rubicon,0.0002458532151783,data/thumbnails/tSwSSbTEFkU.jpg,AI/Tech,True,1,Neutre,True,212X?!,Neutre,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Happiness",0.98828125,0.0,17
tyi1yDjGxAE,Crypto: Be Greedy When Others Are Fearful,2025-02-17T18:00:45Z,https://i.ytimg.com/vi/tyi1yDjGxAE/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,18476,803,80,PT15M12S,162000,Across The Rubicon,0.0002327538422776,data/thumbnails/tyi1yDjGxAE.jpg,AI/Tech,True,1,Neutre,True,"リ
100X?!
13",Froid,Élevé,Chargé,"Facial expression,Facial hair,Beard,Moustache,Graphics",0.96875,0.0,19
Rao3joLkv3o,What comes next for the Trump meme coin?,2025-02-15T18:00:20Z,https://i.ytimg.com/vi/Rao3joLkv3o/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14209,487,86,PT10M30S,162000,Across The Rubicon,0.0001782721067951,data/thumbnails/Rao3joLkv3o.jpg,AI/Tech,True,2,Neutre,True,"FIC
$100B?!",Neutre,Élevé,Uni,"Advertising,Photo caption,Screenshot",0.97265625,0.0,16
eepEYSvrcYQ,*BREAKING* Cryptogodjohn just APED this new cult memecoin... 🤯,2025-02-13T18:00:36Z,https://i.ytimg.com/vi/eepEYSvrcYQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14161,575,64,PT8M59S,162000,Across The Rubicon,0.0001769505673014,data/thumbnails/eepEYSvrcYQ.jpg,AI/Tech,True,1,Sourire,True,105X?!,Neutre,Élevé,Uni,"Facial expression,Tooth,Animation,Screenshot,Fictional character",0.98828125,0.0,16
YJNFcO-eqqs,You aren't prepared for what happens next...,2025-02-10T18:00:25Z,https://i.ytimg.com/vi/YJNFcO-eqqs/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,14197,520,37,PT9M50S,162000,Across The Rubicon,0.0001763295824328,data/thumbnails/YJNFcO-eqqs.jpg,AI/Tech,True,1,Neutre,True,$500M?!,Chaud,Élevé,Uni,"Animation,Animated cartoon,Fictional character,Toy",0.98046875,0.0,15
oKc1EYEmrQk,"buy $1,000 of this memecoin and come back in November...",2025-02-09T18:00:38Z,https://i.ytimg.com/vi/oKc1EYEmrQk/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,19672,907,177,PT9M9S,162000,Across The Rubicon,0.0002438395557538,data/thumbnails/oKc1EYEmrQk.jpg,AI/Tech,True,1,Neutre,True,$16MM?!,Chaud,Élevé,Uni,"Facial expression,Screenshot",0.97265625,0.0,15
kp0Ew6irrM4,My favorite niches for 2025 altcoins,2025-02-08T18:00:38Z,https://i.ytimg.com/vi/kp0Ew6irrM4/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,22117,925,162,PT11M1S,162000,Across The Rubicon,0.0002735965758677,data/thumbnails/kp0Ew6irrM4.jpg,AI/Tech,True,1,Neutre,True,210X?!,Chaud,Élevé,Uni,"Facial expression,Tooth,Facial hair,Moustache,Happiness",0.98046875,0.0,15
H7y8uHdpMJw,How I Invest During A Sideways Crypto Market,2025-02-07T18:00:12Z,https://i.ytimg.com/vi/H7y8uHdpMJw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,18887,930,80,PT11M30S,162000,Across The Rubicon,0.0002331728395061,data/thumbnails/H7y8uHdpMJw.jpg,AI/Tech,True,1,Neutre,True,"Ondo ONDO 28
$1.42 ▲ 779.12% (All)
B
$4.498-142%
$717.05M-17.52%
FDV ©
$14.198
Vol/Mkt Cap (24h)
15.",Neutre,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Screenshot",0.97265625,0.0,17
TZ_aJBkdvPg,Alex Becker is APING the bottom of these AI crypto projects... 💰,2025-02-05T18:00:31Z,https://i.ytimg.com/vi/TZ_aJBkdvPg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,21680,710,76,PT9M18S,162000,Across The Rubicon,0.0002665879691112,data/thumbnails/TZ_aJBkdvPg.jpg,AI/Tech,True,1,Neutre,True,"G
SO OBVIOUS!",Neutre,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Logo",0.97265625,0.0,17
tLcTJ__QD54,what the hell is happening....,2025-02-03T18:00:44Z,https://i.ytimg.com/vi/tLcTJ__QD54/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,12720,568,91,PT13M18S,162000,Across The Rubicon,0.0001557907113462,data/thumbnails/tLcTJ__QD54.jpg,AI/Tech,True,1,Neutre,True,"-14.2% XRP
-15.2%
IMX
-21.3%
-22%
BONK
XLM
-19.7%
PLS
ICP
HTX -11.2%
-8.5%
INJ
BO
-21.3%
-19.29
AIA
",Chaud,Élevé,Uni,Screenshot,0.97265625,0.0,15
Vs8IV4hOWSs,BasementRon + $UFD Full Interview On Unicorn Fart Dust,2025-02-01T19:17:36Z,https://i.ytimg.com/vi/Vs8IV4hOWSs/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,18590,802,201,PT48M54S,162000,Across The Rubicon,0.0002267847557702,data/thumbnails/Vs8IV4hOWSs.jpg,AI/Tech,True,1,Neutre,True,¡¿XOOL,Neutre,Élevé,Uni,"Snout,Animation,Screenshot,Animated cartoon",0.984375,0.0,17
scnAdaqndYU,i hope your bags are packed. the crypto SUPERCYCLE is about to EXPLODE... 🚀,2025-01-31T18:00:44Z,https://i.ytimg.com/vi/scnAdaqndYU/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,18259,743,58,PT10M30S,162000,Across The Rubicon,0.0002223074488031,data/thumbnails/scnAdaqndYU.jpg,AI/Tech,True,1,Neutre,True,$10 TRILLION?!,Froid,Élevé,Uni,"Facial expression,Facial hair,Screenshot,Fictional character,Animation",0.9453125,0.0,16
rU4KfKs9kgM,this AI crypto play is so OBVIOUS...,2025-01-30T18:00:44Z,https://i.ytimg.com/vi/rU4KfKs9kgM/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,21036,754,65,PT11M7S,162000,Across The Rubicon,0.0002556138815981,data/thumbnails/rU4KfKs9kgM.jpg,AI/Tech,True,1,Neutre,True,$1 BILLION?!,Froid,Élevé,Uni,"Screenshot,Photo caption,Security",0.96875,0.0,16
nAfkjbPoszI,$1 TRILLION dollars wiped out in 1 day... 🤯,2025-01-28T18:00:39Z,https://i.ytimg.com/vi/nAfkjbPoszI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,13572,490,56,PT9M24S,162000,Across The Rubicon,0.0001642701525054,data/thumbnails/nAfkjbPoszI.jpg,AI/Tech,True,1,Neutre,True,"a
JP
-0.
MSFT
-3.71%
AMZN
-0.81%
AXP
-1.67%
ISRG
-2.01%
GS
-1.20%
CAT
-4.23%
ORCL
2
-10.95%
BX
-3.35",Chaud,Élevé,Uni,"Red,Screenshot,Logo,Display device,Multimedia",0.9609375,0.0,15
ojsZ1J-12Us,How to buy Solana memecoins BEFORE they explode…,2025-01-27T18:00:37Z,https://i.ytimg.com/vi/ojsZ1J-12Us/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,17572,576,40,PT12M58S,162000,Across The Rubicon,0.0002122683675195,data/thumbnails/ojsZ1J-12Us.jpg,AI/Tech,True,1,Neutre,True,"SOLANA
TRENCHES!",Neutre,Élevé,Uni,"Facial expression,Screenshot,Advertising,Photo caption",0.97265625,0.0,17
TmsNRVreymY,Alex Becker's Strategy For A Sideways Crypto Market,2025-01-26T18:00:17Z,https://i.ytimg.com/vi/TmsNRVreymY/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,28117,919,112,PT12M10S,162000,Across The Rubicon,0.0003389877507716,data/thumbnails/TmsNRVreymY.jpg,AI/Tech,True,1,Neutre,True,"3
ne
100
¡¿XOOL
リ",Neutre,Élevé,Chargé,"Mouth,Facial expression,Facial hair,Beard,Moustache",0.93359375,0.0,20
9APE1dpzVd8,How I'm Playing The AI Crypto Narrative in 2025 🚀,2025-01-25T18:00:06Z,https://i.ytimg.com/vi/9APE1dpzVd8/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,24038,1006,98,PT13M24S,162000,Across The Rubicon,0.0002892450605251,data/thumbnails/9APE1dpzVd8.jpg,AI/Tech,True,1,Neutre,True,"B
1000X
25X
10X",Chaud,Élevé,Uni,"Facial hair,Game,Screenshot,Beard,Display device",0.90234375,0.0,15
E-wdzwydcI8,Details on Trump's crypto portfolio,2025-01-24T18:00:09Z,https://i.ytimg.com/vi/E-wdzwydcI8/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,44172,1662,113,PT27M2S,162000,Across The Rubicon,0.0005304798962386,data/thumbnails/E-wdzwydcI8.jpg,AI/Tech,True,1,Neutre,True,"D
ethenä
tron
67x
ש
F
Reploy
108.29x
aave
273.49x
DON'T F*CK
THIS UP...",Neutre,Élevé,Uni,"Screenshot,Photo caption",0.97265625,0.0,17
g9NbxRamOsw,"How I would invest in crypto if I only had $5,000",2025-01-23T18:00:34Z,https://i.ytimg.com/vi/g9NbxRamOsw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,30522,1197,117,PT12M40S,162000,Across The Rubicon,0.0003658396260338,data/thumbnails/g9NbxRamOsw.jpg,AI/Tech,True,1,Neutre,True,"$1,249,403.71",Neutre,Élevé,Uni,"Facial expression,Screenshot,Animation",0.92578125,0.0,17
O1DGf7xDYys,Alex Becker's meme coin launch  [HUGE UPDATE],2025-01-22T18:00:25Z,https://i.ytimg.com/vi/O1DGf7xDYys/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,51000,1608,132,PT20M55S,162000,Across The Rubicon,0.0006101062302612,data/thumbnails/O1DGf7xDYys.jpg,AI/Tech,True,1,Neutre,True,"¡¿XOOOL
自",Neutre,Élevé,Uni,"Facial expression,Moustache,Animation",0.9765625,0.0,17
KkAWPPCKHKs,Why 2025 Could Be Massive For Crypto,2025-01-21T18:00:20Z,https://i.ytimg.com/vi/KkAWPPCKHKs/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,42700,1668,152,PT18M52S,162000,Across The Rubicon,0.0005098263963512,data/thumbnails/KkAWPPCKHKs.jpg,AI/Tech,True,1,Neutre,True,"RON
PRIME
+64%
R
MOG
+3,287%
6300
SPX
AR
10.6%
+47,727% EK
XAUT
OPCAT
+529%
ROTATE $$",Neutre,Élevé,Uni,"Screenshot,Logo",0.97265625,0.0,17
w10GAdKRT5w,🚨 BREAKING 🚨 Melania Trump has just launched a Solana meme coin!!,2025-01-20T00:43:17Z,https://i.ytimg.com/vi/w10GAdKRT5w/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,30091,1054,192,PT14M51S,162000,Across The Rubicon,0.0003578938604629,data/thumbnails/w10GAdKRT5w.jpg,AI/Tech,True,2,Neutre,True,$100B?!,Neutre,Élevé,Uni,"Facial expression,Tooth,Screenshot,Nail,Advertising",0.9765625,0.0,16
ZNgIbO5ep_c,Donald Trump Launched A MEMECOIN,2025-01-19T18:00:21Z,https://i.ytimg.com/vi/ZNgIbO5ep_c/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,19836,788,124,PT28M7S,162000,Across The Rubicon,0.0002359237850567,data/thumbnails/ZNgIbO5ep_c.jpg,AI/Tech,True,1,Neutre,True,"2
FIGHT
FIGHT
BUY $1000",Neutre,Élevé,Uni,"News,Advertising,Photo caption",0.96484375,0.0,17
l0UaBnamT48,*BREAKING* Donald Trump OFFICIALLY launches a meme coin?!... 🤯,2025-01-18T05:03:35Z,https://i.ytimg.com/vi/l0UaBnamT48/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,40758,1457,208,PT10M15S,162000,Across The Rubicon,0.0004829032487381,data/thumbnails/l0UaBnamT48.jpg,AI/Tech,True,2,Neutre,True,"ICE
FIGHT
$100B?!",Neutre,Élevé,Uni,"Logo,Fan,News",0.95703125,0.0,16
yK9yaEEHmHk,CryptoGodJohn just bought these AI CRYPTO TOKENS for the 2025 SUPERCYCLE... 🚀,2025-01-17T18:00:47Z,https://i.ytimg.com/vi/yK9yaEEHmHk/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,39282,1218,107,PT15M36S,162000,Across The Rubicon,0.0004654155114807,data/thumbnails/yK9yaEEHmHk.jpg,AI/Tech,True,1,Sourire,True,"1000X
25X
10X
T
5X",Neutre,Élevé,Chargé,"Game,Facial hair,Beard,Logo,Screenshot",0.984375,0.0,19
hobWxZNFGDs,exposing Murad's NEWEST memecoin pick for the supercycle?... 👀,2025-01-16T18:30:39Z,https://i.ytimg.com/vi/hobWxZNFGDs/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,34299,1247,153,PT17M44S,162000,Across The Rubicon,0.0004055981268624,data/thumbnails/hobWxZNFGDs.jpg,AI/Tech,True,1,Neutre,True,$100B?!,Neutre,Élevé,Uni,"Facial hair,Beard,Moustache,Animation,Fictional character",0.98046875,0.0,17
Kd9FQcuhD30,The ONLY 3 strategies you need in crypto,2025-01-15T18:00:17Z,https://i.ytimg.com/vi/Kd9FQcuhD30/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,23852,1039,79,PT21M32S,162000,Across The Rubicon,0.0002815192502891,data/thumbnails/Kd9FQcuhD30.jpg,AI/Tech,True,3,Neutre,True,"murad memes
+ 258,087%
6
becke
+ 19,744%
Caps
degods trench
+17.219 %",Neutre,Élevé,Uni,"Screenshot,Facial hair,Multimedia",0.89453125,0.0,14
ciXEOMsV4WI,Why I Think 2025 Is THE Most Important Year To Invest In Crypto (Murad's SPX6900 Thesis),2025-01-13T18:00:22Z,https://i.ytimg.com/vi/ciXEOMsV4WI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,46031,1847,212,PT35M19S,162000,Across The Rubicon,0.0005412228101116,data/thumbnails/ciXEOMsV4WI.jpg,AI/Tech,True,1,Neutre,True,"SEP
6900
$1000
$10M
Harry Potter
B",Neutre,Élevé,Chargé,"Facial hair,Facial expression,Beard,Moustache,Logo",0.98828125,0.0,20
CUzz4_a1PPI,the next 90 days is SO OBVIOUS...,2025-01-10T18:00:08Z,https://i.ytimg.com/vi/CUzz4_a1PPI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,27907,1132,93,PT14M9S,162000,Across The Rubicon,0.0003262602880658,data/thumbnails/CUzz4_a1PPI.jpg,AI/Tech,True,1,Neutre,True,"Euphoria
Shoot across
The lower-high
FOMO
First sentiment extreme
Breakdown
Bull
Renewed
optimism tr",Neutre,Élevé,Uni,"Diagram,Science,Graphics",0.9765625,0.0,17
fqJviX9SVqU,"I just bought $100,000 of these Murad memecoins...",2025-01-09T18:00:24Z,https://i.ytimg.com/vi/fqJviX9SVqU/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,30989,1134,191,PT19M37S,162000,Across The Rubicon,0.0003616070386706,data/thumbnails/fqJviX9SVqU.jpg,AI/Tech,True,1,Neutre,True,"RETARDE
SO
273X?!",Chaud,Élevé,Uni,"Facial expression,Fictional character",0.96484375,0.0,15
tK5zToeKNcE,The importance of CULTS for memecoin success,2025-01-08T20:03:32Z,https://i.ytimg.com/vi/tK5zToeKNcE/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29980,1250,217,PT23M2S,162000,Across The Rubicon,0.0003491730724435,data/thumbnails/tK5zToeKNcE.jpg,AI/Tech,True,1,Sourire,True,"popcat
$1330
giga
apu apustaja
142.45X
$38 BOD DOD
FEW
UNDERSTAND...
$0.056",Neutre,Élevé,Chargé,"Eyewear,Facial hair,Glasses,Beard,Nose",0.96875,0.0,19
BgIOvwzHJbk,The Crypto Markets Just Changed RADICALLY,2025-01-07T16:30:04Z,https://i.ytimg.com/vi/BgIOvwzHJbk/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29901,1427,138,PT20M17S,162000,Across The Rubicon,0.0003475971263165,data/thumbnails/BgIOvwzHJbk.jpg,AI/Tech,True,1,Neutre,True,SO OBVIOUS...,Neutre,Élevé,Uni,"Facial expression,Screenshot",0.9453125,0.0,17
XyQuVb7UvWw,AI Agent + Gaming in one token??,2025-01-06T00:00:27Z,https://i.ytimg.com/vi/XyQuVb7UvWw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,37187,1383,151,PT13M40S,162000,Across The Rubicon,0.0004306742640075,data/thumbnails/XyQuVb7UvWw.jpg,AI/Tech,True,1,Neutre,True,"AI AGENT X GAMING
$1 BILLION?!",Chaud,Élevé,Chargé,"Facial hair,Facial expression,Tooth,Beard,Moustache",0.9765625,0.0,18
Yo9IfPNI-iU,* BREAKING* Alex Becker just APED this NEW AI Crypto PROJECT?! 🚨,2025-01-04T07:00:18Z,https://i.ytimg.com/vi/Yo9IfPNI-iU/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,63565,2109,321,PT17M16S,162000,Across The Rubicon,0.0007334140994577,data/thumbnails/Yo9IfPNI-iU.jpg,AI/Tech,True,1,Neutre,True,"E
Reploy (RAI)
100X?!
3",Froid,Élevé,Uni,"Facial hair,Beard,Moustache,Graphics,Screenshot",0.96484375,0.0,16
i3hx510Mf1E,My Secret To Success In Crypto: Social Arbitrage & Narrative Trading,2025-01-03T19:30:06Z,https://i.ytimg.com/vi/i3hx510Mf1E/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,26297,1104,111,PT12M52S,162000,Across The Rubicon,0.0003034152532594,data/thumbnails/i3hx510Mf1E.jpg,AI/Tech,True,1,Neutre,True,¡¿XOOL,Neutre,Élevé,Uni,"Facial expression,Animation,Screenshot,Animated cartoon,Fictional character",0.9765625,0.0,17
IPfKfG6rQAE,Why Murad thinks SPX6900 is THE BEST memecoin to buy in 2025,2025-01-02T18:00:18Z,https://i.ytimg.com/vi/IPfKfG6rQAE/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,50433,1526,274,PT11M49S,162000,Across The Rubicon,0.0005808112216694,data/thumbnails/IPfKfG6rQAE.jpg,AI/Tech,True,1,Neutre,True,1000X?!,Chaud,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Logo",0.984375,0.0,15
dnmryDquZ5E,"Alex Becker says THIS token is ""the chosen child of AI crypto""",2025-01-01T18:30:33Z,https://i.ytimg.com/vi/dnmryDquZ5E/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,81020,2402,285,PT13M39S,162000,Across The Rubicon,0.0009313285973745,data/thumbnails/dnmryDquZ5E.jpg,AI/Tech,True,1,Neutre,True,"Enate
3 BILLION?!
h",Neutre,Élevé,Uni,"Logo,Graphics,Graphic design",0.93359375,0.0,17
RjtCdLcJ_DQ,These memecoins are my bet to PRINT in the 2025 supercycle 🚀,2025-01-01T02:33:43Z,https://i.ytimg.com/vi/RjtCdLcJ_DQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,60243,2040,285,PT32M59S,162000,Across The Rubicon,0.0006912088668594,data/thumbnails/RjtCdLcJ_DQ.jpg,AI/Tech,True,1,Neutre,True,"1000X 1
25X
10X
5X",Chaud,Élevé,Uni,"Facial hair,Beard,Screenshot,Moustache,Logo",0.98046875,0.0,15
kO5IBmIbeJc,AI agents are revolutionizing the blockchain and crypto space,2024-12-30T18:20:38Z,https://i.ytimg.com/vi/kO5IBmIbeJc/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,42493,1813,151,PT16M22S,162000,Across The Rubicon,0.000486646510456,data/thumbnails/kO5IBmIbeJc.jpg,AI/Tech,True,2,Neutre,True,"Al Travel Agent
+5,283%
Al Tradinger
+9,744%
Al Social Age
17.219%",Neutre,Élevé,Chargé,"Screenshot,Video Game Software,Multimedia,Gadget,Mobile phone",0.72265625,0.0,19
lDYl6JdrKDg,Steal My Simple AI Crypto Investing Strategy,2024-12-28T18:00:34Z,https://i.ytimg.com/vi/lDYl6JdrKDg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,26967,1163,130,PT15M34S,162000,Across The Rubicon,0.0003076949407818,data/thumbnails/lDYl6JdrKDg.jpg,AI/Tech,True,1,Neutre,True,"نه
نه
N
Al Blue Chi
+5,283%
Al Mid Caps
+ 9,744%
Al Microcaps
17.219%",Neutre,Élevé,Uni,"Screenshot,Display device,Multimedia,Gadget",0.94140625,0.0,17
VpQEYmndKdA,CryptoGodJohn's BRAND NEW AI token,2024-12-27T18:00:28Z,https://i.ytimg.com/vi/VpQEYmndKdA/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,30359,1093,138,PT15M44S,162000,Across The Rubicon,0.0003457587353651,data/thumbnails/VpQEYmndKdA.jpg,AI/Tech,True,1,Sourire,True,¡¿XOOL,Froid,Élevé,Uni,"Facial hair,Logo,Beard,Moustache,Graphics",0.8984375,0.0,15
_ebyTsMfPOM,Three overlooked crypto tokens for 2025,2024-12-24T18:00:21Z,https://i.ytimg.com/vi/_ebyTsMfPOM/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,33906,1205,106,PT9M34S,162000,Across The Rubicon,0.000384029901461,data/thumbnails/_ebyTsMfPOM.jpg,AI/Tech,True,1,Neutre,True,"ALT
SEASON!
13",Froid,Élevé,Chargé,"Facial expression,Facial hair,Beard,Logo,Moustache",0.94140625,0.0,19
zenEg2EypcI,"how i plan to make $10,000,000 from meme coins in 2025... (seriously)",2024-12-23T18:00:45Z,https://i.ytimg.com/vi/zenEg2EypcI/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,133764,3976,463,PT23M6S,162000,Across The Rubicon,0.0015122778456111,data/thumbnails/zenEg2EypcI.jpg,AI/Tech,True,1,Neutre,True,"BUY $1,000
OF THIS TOKEN!!",Chaud,Élevé,Chargé,"Beard,Facial hair,Moustache,Logo,Display device",0.98828125,0.0,18
QF_4ViLo9I4,"Searching for the ""smart money"" in crypto (Alex Becker, CryptoZachLA, and...",2024-12-22T18:00:15Z,https://i.ytimg.com/vi/QF_4ViLo9I4/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,23432,1088,78,PT13M47S,162000,Across The Rubicon,0.0002644277427945,data/thumbnails/QF_4ViLo9I4.jpg,AI/Tech,True,3,Neutre,True,SMART MONEY,Chaud,Élevé,Uni,"Logo,Screenshot,Animation,Graphics,Fictional character",0.6484375,0.0,12
lN_vlZBuDtg,My favorite AI agents in crypto,2024-12-21T18:00:36Z,https://i.ytimg.com/vi/lN_vlZBuDtg/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,63638,2264,227,PT21M27S,162000,Across The Rubicon,0.0007168378841128,data/thumbnails/lN_vlZBuDtg.jpg,AI/Tech,True,1,Neutre,True,"KanzzAI RAAI
$0.1898 <-115.89%
G GRIFFAIN GRIFFAIN
$0.2655 155.02%
Otto SOTTO
$0.0
sekoia by Virtual",Neutre,Élevé,Uni,"Facial expression,Screenshot,Display device",0.8515625,0.0,17
9Dxr7-ya1mQ,The EASIEST strategy to buy Solana memecoins BEFORE they EXPLODE!!,2024-12-19T18:00:09Z,https://i.ytimg.com/vi/9Dxr7-ya1mQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,49254,2018,170,PT29M9S,162000,Across The Rubicon,0.0005527946127946,data/thumbnails/9Dxr7-ya1mQ.jpg,AI/Tech,True,1,Neutre,True,"D
$1,382,449.90
24H CHANGE:
+$108.341.76
j10...Ybd
AyV...HwZ
G9f.
Br
$905.0K
15.8M 1K txns
$546.4K
1",Chaud,Élevé,Uni,"Facial expression,Facial hair,Screenshot,Advertising,Display device",0.85546875,0.0,15
cZi9z7TQ8mw,CryptoZachLA's Top 4 Crypto Projects,2024-12-18T18:00:25Z,https://i.ytimg.com/vi/cZi9z7TQ8mw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29542,1463,133,PT16M21S,162000,Across The Rubicon,0.0003309583025251,data/thumbnails/cZi9z7TQ8mw.jpg,AI/Tech,True,1,Neutre,True,"O
DESTAA JOGYING
18 392%
+
12 320%
<-9118
H
100X?!",Neutre,Élevé,Uni,"Logo,Screenshot,Display device,Multimedia",0.9609375,0.0,17
I4Z2qUi18EQ,alex becker just APED into a BRAND NEW AI token (HUGE POTENTIAL!),2024-12-17T18:00:17Z,https://i.ytimg.com/vi/I4Z2qUi18EQ/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,43701,1566,115,PT18M23S,162000,Across The Rubicon,0.0004886943102522,data/thumbnails/I4Z2qUi18EQ.jpg,AI/Tech,True,1,Neutre,True,"Tra
100X?!
13
e",Neutre,Élevé,Uni,"Facial expression,Facial hair,Beard,Moustache,Advertising",0.9765625,0.0,17
BFH8g-ATIBc,*BREAKING* gary vee is pumping NFT projects 🤯 (NFT SUPERCYCLE?!),2024-12-16T18:00:06Z,https://i.ytimg.com/vi/BFH8g-ATIBc/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,5917,197,57,PT9M54S,162000,Across The Rubicon,6.60482664702074e-05,data/thumbnails/BFH8g-ATIBc.jpg,AI/Tech,True,1,Neutre,True,"Pudgy Penguin
3
=₤000 =)
Cool Cats
Lil Pudgys
100X
82X
HUGE!!
INB",Neutre,Élevé,Chargé,"Facial hair,Beard,Screenshot,Logo,Website",0.98046875,0.0,20
C71lo0S70Hw,"Ultimate BEGINNERS guide to understand and INVEST in crypto in 2025 (Bitcoin, Alt-coins, Memecoins)",2024-12-15T22:19:30Z,https://i.ytimg.com/vi/C71lo0S70Hw/maxresdefault.jpg,UC3oVxxmsURlq_UDIjrFckdg,29381,1100,54,PT28M55S,162000,Across The Rubicon,0.0003273721977091,data/thumbnails/C71lo0S70Hw.jpg,AI/Tech,True,1,Neutre,True,"EO
BY
CRYPTO
FOR BEGINNERS
RP
Solana",Neutre,Élevé,Uni,Screenshot,0.98828125,0.0,17
